"1" 1 0.2 0 "abyss2" TRUE 11 0 0 0 2.27272727272727
"1" 0.8 0.2 0 "abyss2" TRUE 13 0 0 0 2.92307692307692
"1" 0.6 0.2 0 "abyss2" TRUE 13 0 0 0 2.76923076923077
"1" 0.4 0.2 0 "abyss2" TRUE 11 0 0 0 2.27272727272727
"1" 0.2 0.2 0 "abyss2" TRUE 11 0 0 0 2.27272727272727
"1" 1 0.2 0.5 "abyss2" TRUE 11 0.00155615785239927 8.25133435983606e-05 0.0496934773783994 2.27272727272727
"1" 0.8 0.2 0.5 "abyss2" TRUE 13 0.0169285989570984 0.00233474813651176 0.131703418398992 3.07692307692308
"1" 0.6 0.2 0.5 "abyss2" TRUE 13 0.0494520253431584 0.0109891043851877 0.227483366710674 3.07692307692308
"1" 0.4 0.2 0.5 "abyss2" FALSE 26 0.0337486178598787 0.00514366428781217 0.239023283446505 9.42307692307692
"1" 0.2 0.2 0.5 "abyss2" FALSE 26 0.0650272209113009 0.0144519643067245 0.309765545815472 9.42307692307692
"1" 1 0.2 5 "abyss2" TRUE 11 0.0570327178185797 0.024610484638257 0.164942616858785 2.27272727272727
"1" 0.8 0.2 5 "abyss2" TRUE 15 0.250822478418938 0.218650583070253 0.339447728714708 3.6
"1" 0.6 0.2 5 "abyss2" FALSE 26 0.322804745693922 0.228471918094678 0.516718557136982 9.42307692307692
"1" 0.4 0.2 5 "abyss2" FALSE 26 0.566944790775622 0.451560989672352 0.727352787162962 9.42307692307692
"1" 0.2 0.2 5 "abyss2" FALSE 26 0.592200707252665 0.490835993191424 0.747674046266459 9.42307692307692
"1" 1 0.2 10 "abyss2" TRUE 11 0.0775017571557128 0.0446018814750423 0.17781227161361 2.27272727272727
"1" 0.8 0.2 10 "abyss2" TRUE 15 0.283626719296127 0.265308510795475 0.351205150197309 3.73333333333333
"1" 0.6 0.2 10 "abyss2" FALSE 26 0.412918860961019 0.320538595323212 0.580949723874768 9.42307692307692
